#{"t_start": 1761663077.470182, "env_id": "None"}
r,l,t
73.48,414,2381.074957
-66.443667,762,2382.610477
-53.297333,1466,2385.074401
37.442381,1362,2387.196384
92.733667,979,2388.887278
103.555333,340,2396.869683
-41.808,1080,2399.238775
-61.029333,1448,2401.738746
42.641667,1498,2405.757744
78.174,900,2407.920261
-73.878333,1191,2409.62309
83.366952,410,2410.707466
-78.566,971,2412.192397
-76.513333,943,2420.509494
42.805333,1577,2422.919701
82.327,1481,2425.103302
64.327619,424,2426.001848
-54.2,1101,2427.944238
58.752333,433,2428.886981
72.728857,1314,2430.895581
42.004667,1655,2437.619336
-7.188667,1903,2440.333037
-67.060619,1749,2442.824732
93.623476,507,2443.784045
21.654,1665,2446.181669
-75.730333,732,2447.559206
-99.756095,2036,2454.891233
107.149333,1459,2457.073594
64.65481,1085,2458.832684
66.83881,2043,2461.51491
57.920667,1074,2463.258299
47.767905,1731,2470.029995
83.141333,978,2471.831566
64.584,414,2472.739761
73.505667,993,2474.497
68.577333,340,2475.355585
93.549667,340,2476.226259
52.482667,1845,2478.841298
-66.940238,1450,2480.924412
-52.731381,1039,2482.624819
68.570667,919,2488.707475
73.563,340,2489.725226
58.139,679,2492.269018
63.928333,340,2493.57634
-23.63,1208,2495.551501
42.243667,1471,2498.050033
-69.136,686,2499.588952
-23.250667,1367,2502.064451
-123.063333,1216,2504.560133
46.884667,1940,2512.247121
-88.335238,1733,2515.020263
-57.939429,1288,2517.245247
-81.245333,939,2519.515063
43.099524,1046,2521.580013
68.576333,340,2522.460706
53.529238,422,2523.532313
93.172571,1381,2530.880745
63.160667,414,2531.814896
43.109143,1208,2533.688284
-113.47119,1498,2536.009925
-56.066524,1507,2537.751986
-98.328,1446,2539.906057
78.736143,437,2540.776502
-44.156333,2092,2548.571478
-22.149667,1904,2551.228802
-26.601667,2700,2554.797907
-61.454048,1266,2556.707498
84.023667,340,2557.506948
97.916143,856,2559.365318
11.337667,1734,2566.477967
-134.269,2282,2569.468214
52.213333,1892,2571.990325
63.417,414,2572.865827
66.505667,1807,2575.379256
68.470333,414,2580.802934
73.587333,414,2581.726201
-56.965333,1876,2584.300155
-60.319667,1360,2586.358372
82.728667,932,2587.998423
-35.329429,2669,2591.341977
-17.842,1186,2597.947805
-47.623333,1917,2600.509887
-60.574667,946,2602.103323
43.371667,1071,2603.890847
80.789667,1891,2606.526442
58.669667,340,2607.358374
30.486333,2676,2615.4086
63.729667,414,2616.295159
-53.705333,1526,2618.639082
47.388,929,2620.237549
83.070333,929,2621.899845
12.426,1518,2624.23954
78.538667,340,2625.103853
-49.078381,1774,2632.171848
-88.737667,895,2633.543287
-3.550238,1589,2635.919412
-81.057952,1293,2637.975727
-52.943,966,2639.61158
87.357333,1291,2641.657566
58.959,340,2642.509162
83.660667,340,2643.533543
-80.998095,1207,2650.830445
-66.141333,1066,2652.544172
38.215524,1205,2654.435691
64.814,414,2655.338409
67.662,989,2657.079641
83.391333,1105,2658.911394
63.242857,436,2659.840941
-62.015333,1626,2662.160402
-35.194429,1855,2669.490899
-85.297667,1724,2671.407405
47.703667,1029,2673.101714
-71.088,994,2674.78449
-83.54,507,2675.762952
64.013286,425,2676.679785
-100.676048,1201,2678.64157
102.617,1377,2685.363465
72.557667,1223,2687.416553
56.922333,2700,2690.206613
-58.89381,1500,2692.409196
53.014,1124,2694.23138
-84.692667,1189,2696.135007
-58.806571,1510,2702.860651
-106.454095,1099,2704.65679
-63.925857,1883,2707.288115
63.541333,340,2708.141501
17.953524,1726,2710.605238
92.982,1143,2712.452493
-72.297,1254,2718.890713
-59.334429,2137,2721.787095
-64.682,1708,2723.774207
76.977667,1280,2725.768707
-84.238714,2009,2728.673757
27.97381,1773,2736.008286
-61.518905,1463,2738.119475
57.821333,1305,2740.234562
87.676333,869,2741.773742
62.381048,1601,2744.120836
132.835,1393,2750.565325
-76.656952,1286,2752.750202
2.546333,1391,2754.911798
37.893667,1133,2756.6675
21.043667,2310,2759.791008
68.348333,848,2761.310306
-58.643,1404,2767.824939
42.677667,1007,2769.577028
-78.638143,1666,2771.972391
87.590143,1294,2773.930815
52.932333,1237,2775.864995
-47.277714,1813,2778.457771
-73.43519,1689,2785.705361
-78.386,843,2787.284841
56.647905,1808,2789.844229
-47.83519,1054,2791.614718
36.89519,1863,2794.417848
-112.606571,1427,2796.796399
12.083857,1734,2804.179543
-67.794333,844,2805.670411
73.588,340,2806.500236
-86.473476,896,2808.105496
87.522333,1005,2809.826832
-12.726667,2700,2812.574412
74.371619,425,2813.476221
-22.690667,2700,2820.8528
-106.516952,1730,2823.339188
78.095667,697,2824.646288
-68.315048,1415,2826.800871
122.384,1213,2828.747757
52.751,1136,2834.963712
77.933333,1091,2836.851521
-74.770095,1142,2838.718377
-42.81819,2626,2841.38249
-34.256286,2024,2844.144406
-74.695333,1743,2850.661882
77.543,1644,2853.031532
44.007286,413,2853.908483
-66.702333,1486,2856.159833
98.704524,2132,2859.111317
-73.156571,2389,2867.079946
48.585667,798,2868.566498
22.707333,1227,2870.554756
87.638667,1732,2872.95586
63.96,414,2873.833697
-99.493,2207,2876.890071
52.326667,1216,2883.256987
-60.009857,2336,2886.410074
-60.965667,866,2887.931504
-57.865333,625,2889.187068
58.455333,1055,2890.95459
