#{"t_start": 1762123768.8866038, "env_id": "None"}
r,l,t
563.216963,414,1880.766832
534.570439,491,1882.028692
332.04377,340,1883.190247
555.059113,453,1884.466436
324.977179,414,1885.750617
320.774086,340,1886.893674
359.246266,414,1890.365307
506.543306,414,1891.549412
456.577712,427,1892.658687
752.163637,638,1894.233276
306.30364,414,1895.433981
502.624963,437,1896.724189
292.661789,414,1897.860637
426.264303,414,1899.050504
586.102315,566,1900.558761
765.805995,423,1904.170954
314.23434,414,1905.334891
723.921255,492,1906.708423
808.389238,707,1908.721116
434.175196,414,1910.355384
603.169674,765,1912.100014
204.242405,340,1913.21384
422.662048,553,1914.661029
1351.401717,1173,1919.300302
353.82354,509,1920.800017
562.467888,414,1921.959824
520.917166,827,1923.774948
269.461166,414,1925.001764
512.660552,483,1926.299024
518.616479,340,1929.753459
348.070177,340,1930.829419
376.441471,422,1932.082138
495.433628,533,1933.461893
791.638037,762,1935.102625
590.129697,608,1936.640485
539.498479,649,1938.100085
894.390862,611,1939.652071
291.696841,340,1943.05155
220.678192,340,1944.089166
343.405611,340,1945.080769
794.249455,782,1946.882415
527.066619,417,1948.050792
255.313303,340,1949.172493
206.720023,340,1950.250271
478.553967,552,1951.666962
495.76237,512,1953.024703
447.128095,340,1956.906629
559.521733,571,1958.397993
609.939562,564,1959.772472
526.889714,568,1961.19963
336.025374,340,1962.272908
356.365029,340,1963.323814
549.960909,425,1964.458657
419.564951,340,1965.625598
372.666893,340,1966.687705
320.980871,340,1967.742025
346.19403,425,1971.71801
380.77142,414,1972.896708
875.640469,748,1974.560967
293.63355,340,1975.640494
235.33348,340,1976.773887
517.868276,544,1978.142518
377.647836,340,1979.246632
297.971709,340,1980.329013
526.071131,414,1981.497357
580.51463,435,1985.328144
490.059678,614,1986.759142
507.941565,414,1987.951213
552.174919,417,1989.233866
644.924913,724,1990.96156
529.641979,423,1992.113981
509.377318,678,1993.70854
291.804839,340,1994.796414
524.520916,451,1996.069422
651.402472,443,1999.630967
562.997625,628,2001.226631
250.34845,340,2002.366041
241.991275,340,2003.442409
751.263902,602,2004.838943
401.261579,340,2005.908564
